Depth,Code,Name,isLeaf(최종카테고리),,,,,,,,
4,0008000100080005,라이프 > 가구 > 아동가구 > 아동의자,1,,,,,,,,
4,0008000100080006,라이프 > 가구 > 아동가구 > 아동책꽂이,1,,,,,,,,
4,0008000100080007,라이프 > 가구 > 아동가구 > 아동책상,1,,,,,,,,
4,0008000100080008,라이프 > 가구 > 아동가구 > 아동책장,1,,,,,,,,
4,0008000100080009,라이프 > 가구 > 아동가구 > 아동침대,1,,,,,,,,
4,0008000100080010,라이프 > 가구 > 아동가구 > 이층/벙커침대,1,,,,,,,,
3,000800010009,라이프 > 가구 > 야외용가구,0,,,,,,,,
4,0008000100090001,라이프 > 가구 > 야외용가구 > 그네의자,1,,,,,,,,
4,0008000100090002,라이프 > 가구 > 야외용가구 > 야외용벤치의자,1,,,,,,,,
4,0008000100090003,라이프 > 가구 > 야외용가구 > 야외용의자,1,,,,,,,,
4,0008000100090004,라이프 > 가구 > 야외용가구 > 야외용테이블,1,,,,,,,,
4,0008000100090005,라이프 > 가구 > 야외용가구 > 원두막/정자,1,,,,,,,,
4,0008000100090006,라이프 > 가구 > 야외용가구 > 조립식창고,1,,,,,,,,
4,0008000100090007,라이프 > 가구 > 야외용가구 > 평상,1,,,,,,,,
3,000800010010,라이프 > 가구 > 옷장/붙박이장,0,,,,,,,,
4,0008000100100001,라이프 > 가구 > 옷장/붙박이장 > 드레스룸,1,,,,,,,,
4,0008000100100002,라이프 > 가구 > 옷장/붙박이장 > 붙박이장,1,,,,,,,,
4,0008000100100003,라이프 > 가구 > 옷장/붙박이장 > 옷장,1,,,,,,,,
4,0008000100100004,라이프 > 가구 > 옷장/붙박이장 > 장롱,1,,,,,,,,
3,000800010011,라이프 > 가구 > 의자,0,,,,,,,,
4,0008000100110001,라이프 > 가구 > 의자 > 게이밍의자,1,,,,,,,,
4,0008000100110002,라이프 > 가구 > 의자 > 베드벤치,1,,,,,,,,
4,0008000100110003,라이프 > 가구 > 의자 > 스툴,1,,,,,,,,
4,0008000100110004,라이프 > 가구 > 의자 > 식탁의자,1,,,,,,,,
4,0008000100110005,라이프 > 가구 > 의자 > 안락의자,1,,,,,,,,
4,0008000100110006,라이프 > 가구 > 의자 > 접이식의자,1,,,,,,,,
4,0008000100110007,라이프 > 가구 > 의자 > 좌식의자,1,,,,,,,,
4,0008000100110008,라이프 > 가구 > 의자 > 책상의자,1,,,,,,,,
4,0008000100110009,라이프 > 가구 > 의자 > 홈바의자,1,,,,,,,,
3,000800010012,라이프 > 가구 > 의자스툴,1,,,,,,,,
3,000800010013,라이프 > 가구 > 침대,0,,,,,,,,
4,0008000100130001,라이프 > 가구 > 침대 > 데이베드,1,,,,,,,,
4,0008000100130002,라이프 > 가구 > 침대 > 돌침대/흙침대,1,,,,,,,,
4,0008000100130003,라이프 > 가구 > 침대 > 매트리스,1,,,,,,,,
4,0008000100130004,라이프 > 가구 > 침대 > 매트커버,1,,,,,,,,
4,0008000100130005,라이프 > 가구 > 침대 > 모션침대,1,,,,,,,,
4,0008000100130006,라이프 > 가구 > 침대 > 이층침대,1,,,,,,,,
4,0008000100130007,라이프 > 가구 > 침대 > 일반침대,1,,,,,,,,
4,0008000100130008,라이프 > 가구 > 침대 > 접이식침대,1,,,,,,,,
4,0008000100130009,라이프 > 가구 > 침대 > 침대커버,1,,,,,,,,
4,0008000100130010,라이프 > 가구 > 침대 > 침대프레임,1,,,,,,,,
4,0008000100130011,라이프 > 가구 > 침대 > 패밀리침대,1,,,,,,,,
3,000800010014,라이프 > 가구 > 화장대/거울,0,,,,,,,,
4,0008000100140001,라이프 > 가구 > 화장대/거울 > 벽거울,1,,,,,,,,
4,0008000100140002,라이프 > 가구 > 화장대/거울 > 일반화장대,1,,,,,,,,
4,0008000100140003,라이프 > 가구 > 화장대/거울 > 전신거울,1,,,,,,,,
4,0008000100140004,라이프 > 가구 > 화장대/거울 > 좌식화장대,1,,,,,,,,
4,0008000100140005,라이프 > 가구 > 화장대/거울 > 탁상거울,1,,,,,,,,
2,00080002,라이프 > 공구,0,,,,,,,,
3,000800020001,라이프 > 공구 > 건전지/충전지,0,,,,,,,,
4,0008000200010001,라이프 > 공구 > 건전지/충전지 > 건전지,1,,,,,,,,
4,0008000200010002,라이프 > 공구 > 건전지/충전지 > 건전지충전기,1,,,,,,,,
4,0008000200010003,라이프 > 공구 > 건전지/충전지 > 기타전지,1,,,,,,,,
4,0008000200010004,라이프 > 공구 > 건전지/충전지 > 충전지,1,,,,,,,,
3,000800020002,라이프 > 공구 > 건축자재,0,,,,,,,,
4,0008000200020001,라이프 > 공구 > 건축자재 > 금속자재,1,,,,,,,,
4,0008000200020002,라이프 > 공구 > 건축자재 > 기타건축자재,1,,,,,,,,
4,0008000200020003,라이프 > 공구 > 건축자재 > 단열자재,1,,,,,,,,
4,0008000200020004,라이프 > 공구 > 건축자재 > 목재,1,,,,,,,,
4,0008000200020005,라이프 > 공구 > 건축자재 > 방음/흡음자재,1,,,,,,,,
4,0008000200020006,라이프 > 공구 > 건축자재 > 석재,1,,,,,,,,
4,0008000200020007,라이프 > 공구 > 건축자재 > 시멘트/몰탈,1,,,,,,,,
4,0008000200020008,라이프 > 공구 > 건축자재 > 인테리어자재,1,,,,,,,,
4,0008000200020009,라이프 > 공구 > 건축자재 > 포장자재,1,,,,,,,,
3,000800020003,라이프 > 공구 > 농기계/농기구,0,,,,,,,,
4,0008000200030001,라이프 > 공구 > 농기계/농기구 > 관수용품,1,,,,,,,,
4,0008000200030002,라이프 > 공구 > 농기계/농기구 > 굴착기,1,,,,,,,,
4,0008000200030003,라이프 > 공구 > 농기계/농기구 > 기타농기계/농기구,1,,,,,,,,
4,0008000200030004,라이프 > 공구 > 농기계/농기구 > 농업용분무기,1,,,,,,,,
4,0008000200030005,라이프 > 공구 > 농기계/농기구 > 농업용파쇄기,1,,,,,,,,
4,0008000200030006,라이프 > 공구 > 농기계/농기구 > 비닐피복기/파종기,1,,,,,,,,
4,0008000200030007,라이프 > 공구 > 농기계/농기구 > 비료살포기,1,,,,,,,,
4,0008000200030008,라이프 > 공구 > 농기계/농기구 > 선별기,1,,,,,,,,
4,0008000200030009,라이프 > 공구 > 농기계/농기구 > 선별기/탈피기,1,,,,,,,,
4,0008000200030010,라이프 > 공구 > 농기계/농기구 > 스프링쿨러,1,,,,,,,,
4,0008000200030011,라이프 > 공구 > 농기계/농기구 > 연막소독기/방역기계,1,,,,,,,,
4,0008000200030012,라이프 > 공구 > 농기계/농기구 > 정미기/탈곡기,1,,,,,,,,
4,0008000200030013,라이프 > 공구 > 농기계/농기구 > 텃밭관리기/트랙터,1,,,,,,,,
3,000800020004,라이프 > 공구 > 보수용품,0,,,,,,,,
4,0008000200040001,라이프 > 공구 > 보수용품 > 글루건,1,,,,,,,,
4,0008000200040002,라이프 > 공구 > 보수용품 > 기타보수용품,1,,,,,,,,
4,0008000200040003,라이프 > 공구 > 보수용품 > 보수용스프레이,1,,,,,,,,
4,0008000200040004,라이프 > 공구 > 보수용품 > 산업용세정제,1,,,,,,,,
4,0008000200040005,라이프 > 공구 > 보수용품 > 실리콘,1,,,,,,,,
4,0008000200040006,라이프 > 공구 > 보수용품 > 윤활유,1,,,,,,,,
4,0008000200040007,라이프 > 공구 > 보수용품 > 접착제,1,,,,,,,,
3,000800020005,라이프 > 공구 > 산업기기,0,,,,,,,,
4,0008000200050001,라이프 > 공구 > 산업기기 > 고압세척기,1,,,,,,,,
4,0008000200050002,라이프 > 공구 > 산업기기 > 광택기,1,,,,,,,,
4,0008000200050003,라이프 > 공구 > 산업기기 > 기타산업기기,1,,,,,,,,
4,0008000200050004,라이프 > 공구 > 산업기기 > 송풍기/브로워,1,,,,,,,,
4,0008000200050005,라이프 > 공구 > 산업기기 > 열풍기,1,,,,,,,,
4,0008000200050006,라이프 > 공구 > 산업기기 > 집진기,1,,,,,,,,
3,000800020006,라이프 > 공구 > 산업용자재,0,,,,,,,,
4,0008000200060001,라이프 > 공구 > 산업용자재 > 간판/현수막/홍보물,1,,,,,,,,
4,0008000200060002,라이프 > 공구 > 산업용자재 > 마대,1,,,,,,,,
4,0008000200060003,라이프 > 공구 > 산업용자재 > 산업용 소모품,1,,,,,,,,
4,0008000200060004,라이프 > 공구 > 산업용자재 > 산업용와이퍼/흡착포,1,,,,,,,,
4,0008000200060005,라이프 > 공구 > 산업용자재 > 어닝,1,,,,,,,,
4,0008000200060006,라이프 > 공구 > 산업용자재 > 업소용비품,1,,,,,,,,
4,0008000200060007,라이프 > 공구 > 산업용자재 > 천막/차광막/방수포,1,,,,,,,,
4,0008000200060008,라이프 > 공구 > 산업용자재 > 컨테이너,1,,,,,,,,
3,000800020007,라이프 > 공구 > 수공구,0,,,,,,,,
4,0008000200070001,라이프 > 공구 > 수공구 > 공구함/공구가방,1,,,,,,,,
4,0008000200070002,라이프 > 공구 > 수공구 > 기타수공구,1,,,,,,,,
4,0008000200070003,라이프 > 공구 > 수공구 > 대패,1,,,,,,,,
4,0008000200070004,라이프 > 공구 > 수공구 > 도끼,1,,,,,,,,
4,0008000200070005,라이프 > 공구 > 수공구 > 드라이버,1,,,,,,,,
4,0008000200070006,라이프 > 공구 > 수공구 > 렌치/복스/몽키,1,,,,,,,,
4,0008000200070007,라이프 > 공구 > 수공구 > 망치,1,,,,,,,,
4,0008000200070008,라이프 > 공구 > 수공구 > 샌딩스펀지/사포,1,,,,,,,,
4,0008000200070009,라이프 > 공구 > 수공구 > 수공구세트,1,,,,,,,,
4,0008000200070010,라이프 > 공구 > 수공구 > 스크래퍼/헤라,1,,,,,,,,
4,0008000200070011,라이프 > 공구 > 수공구 > 스패너,1,,,,,,,,
4,0008000200070012,라이프 > 공구 > 수공구 > 작업대,1,,,,,,,,
4,0008000200070013,라이프 > 공구 > 수공구 > 클램프/바이스,1,,,,,,,,
4,0008000200070014,라이프 > 공구 > 수공구 > 타카/타카핀,1,,,,,,,,
4,0008000200070015,라이프 > 공구 > 수공구 > 톱,1,,,,,,,,
4,0008000200070016,라이프 > 공구 > 수공구 > 펜치/니퍼,1,,,,,,,,
4,0008000200070017,라이프 > 공구 > 수공구 > 플라이어,1,,,,,,,,
4,0008000200070018,라이프 > 공구 > 수공구 > 핀셋,1,,,,,,,,
4,0008000200070019,라이프 > 공구 > 수공구 > 함석가위/전지가위,1,,,,,,,,
4,0008000200070020,라이프 > 공구 > 수공구 > 확관기,1,,,,,,,,
3,000800020008,라이프 > 공구 > 안전보호구,0,,,,,,,,
4,0008000200080001,라이프 > 공구 > 안전보호구 > 기타안전보호구,1,,,,,,,,
4,0008000200080002,라이프 > 공구 > 안전보호구 > 라텍스/니트릴장갑,1,,,,,,,,
4,0008000200080003,라이프 > 공구 > 안전보호구 > 방진복/보호복,1,,,,,,,,
4,0008000200080004,라이프 > 공구 > 안전보호구 > 보안경,1,,,,,,,,
4,0008000200080005,라이프 > 공구 > 안전보호구 > 산업용귀마개,1,,,,,,,,
4,0008000200080006,라이프 > 공구 > 안전보호구 > 산업용마스크,1,,,,,,,,
4,0008000200080007,라이프 > 공구 > 안전보호구 > 안전모,1,,,,,,,,
4,0008000200080008,라이프 > 공구 > 안전보호구 > 안전벨트/그네,1,,,,,,,,
4,0008000200080009,라이프 > 공구 > 안전보호구 > 안전복/작업복,1,,,,,,,,
4,0008000200080010,라이프 > 공구 > 안전보호구 > 안전화,1,,,,,,,,
4,0008000200080011,라이프 > 공구 > 안전보호구 > 용접장갑/알곤장갑,1,,,,,,,,
4,0008000200080012,라이프 > 공구 > 안전보호구 > 코팅장갑/면장갑,1,,,,,,,,
3,000800020009,라이프 > 공구 > 안전용품,0,,,,,,,,
4,0008000200090001,라이프 > 공구 > 안전용품 > 가스/화재감지기,1,,,,,,,,
4,0008000200090002,라이프 > 공구 > 안전용품 > 고무판/고무매트,1,,,,,,,,
4,0008000200090003,라이프 > 공구 > 안전용품 > 기타안전용품,1,,,,,,,,
4,0008000200090004,라이프 > 공구 > 안전용품 > 로프,1,,,,,,,,
4,0008000200090005,라이프 > 공구 > 안전용품 > 미끄럼방지용품,1,,,,,,,,
4,0008000200090006,라이프 > 공구 > 안전용품 > 소화기/소방용품,1,,,,,,,,
4,0008000200090007,라이프 > 공구 > 안전용품 > 안전표시/신호,1,,,,,,,,
4,0008000200090008,라이프 > 공구 > 안전용품 > 작업등,1,,,,,,,,
4,0008000200090009,라이프 > 공구 > 안전용품 > 제설용품,1,,,,,,,,
4,0008000200090010,라이프 > 공구 > 안전용품 > 철망/펜스,1,,,,,,,,
3,000800020010,라이프 > 공구 > 에어/유압공구,0,,,,,,,,
4,0008000200100001,라이프 > 공구 > 에어/유압공구 > 기타에어/유압공구,1,,,,,,,,
4,0008000200100002,라이프 > 공구 > 에어/유압공구 > 압착기,1,,,,,,,,
4,0008000200100003,라이프 > 공구 > 에어/유압공구 > 에어건,1,,,,,,,,
4,0008000200100004,라이프 > 공구 > 에어/유압공구 > 에어렌치,1,,,,,,,,
4,0008000200100005,라이프 > 공구 > 에어/유압공구 > 에어스프레이건,1,,,,,,,,
4,0008000200100006,라이프 > 공구 > 에어/유압공구 > 에어컴프레서,1,,,,,,,,
4,0008000200100007,라이프 > 공구 > 에어/유압공구 > 에어타카,1,,,,,,,,
4,0008000200100008,라이프 > 공구 > 에어/유압공구 > 에어호스/게이지,1,,,,,,,,
4,0008000200100009,라이프 > 공구 > 에어/유압공구 > 유압도끼/장작패기,1,,,,,,,,
4,0008000200100010,라이프 > 공구 > 에어/유압공구 > 유압절단기,1,,,,,,,,
3,000800020011,라이프 > 공구 > 예초기,0,,,,,,,,
4,0008000200110001,라이프 > 공구 > 예초기 > 가스예초기,1,,,,,,,,
4,0008000200110002,라이프 > 공구 > 예초기 > 엔진예초기,1,,,,,,,,
4,0008000200110003,라이프 > 공구 > 예초기 > 예초기용품,1,,,,,,,,
4,0008000200110004,라이프 > 공구 > 예초기 > 잔디깎기,1,,,,,,,,
4,0008000200110005,라이프 > 공구 > 예초기 > 충전예초기,1,,,,,,,,
3,000800020012,라이프 > 공구 > 용접공구,0,,,,,,,,
4,0008000200120001,라이프 > 공구 > 용접공구 > 기타용접공구,1,,,,,,,,
4,0008000200120002,라이프 > 공구 > 용접공구 > 용접기,1,,,,,,,,
4,0008000200120003,라이프 > 공구 > 용접공구 > 용접면,1,,,,,,,,
4,0008000200120004,라이프 > 공구 > 용접공구 > 용접봉,1,,,,,,,,
4,0008000200120005,라이프 > 공구 > 용접공구 > 용접용품,1,,,,,,,,
4,0008000200120006,라이프 > 공구 > 용접공구 > 용접절단기/해빙기,1,,,,,,,,
4,0008000200120007,라이프 > 공구 > 용접공구 > 인두기,1,,,,,,,,
4,0008000200120008,라이프 > 공구 > 용접공구 > 인두용품,1,,,,,,,,
3,000800020013,라이프 > 공구 > 운반용품,0,,,,,,,,
4,0008000200130001,라이프 > 공구 > 운반용품 > 기타운반용품,1,,,,,,,,
4,0008000200130002,라이프 > 공구 > 운반용품 > 사다리,1,,,,,,,,
4,0008000200130003,라이프 > 공구 > 운반용품 > 윈치/호이스트,1,,,,,,,,
4,0008000200130004,라이프 > 공구 > 운반용품 > 파렛트/파렛트트럭,1,,,,,,,,
4,0008000200130005,라이프 > 공구 > 운반용품 > 핸드카트/운반기,1,,,,,,,,
4,0008000200130006,라이프 > 공구 > 운반용품 > 핸드카트/운반기부품,1,,,,,,,,
3,000800020014,라이프 > 공구 > 전기용품,0,,,,,,,,
4,0008000200140001,라이프 > 공구 > 전기용품 > 기타전기용품,1,,,,,,,,
4,0008000200140002,라이프 > 공구 > 전기용품 > 누전차단기,1,,,,,,,,
4,0008000200140003,라이프 > 공구 > 전기용품 > 멀티탭,1,,,,,,,,
4,0008000200140004,라이프 > 공구 > 전기용품 > 변압기/승압기,1,,,,,,,,
4,0008000200140005,라이프 > 공구 > 전기용품 > 수축튜브,1,,,,,,,,
4,0008000200140006,라이프 > 공구 > 전기용품 > 스위치/콘센트,1,,,,,,,,
4,0008000200140007,라이프 > 공구 > 전기용품 > 전선/케이블,1,,,,,,,,
4,0008000200140008,라이프 > 공구 > 전기용품 > 전선릴,1,,,,,,,,
4,0008000200140009,라이프 > 공구 > 전기용품 > 전선몰딩,1,,,,,,,,
4,0008000200140010,라이프 > 공구 > 전기용품 > 절연테이프,1,,,,,,,,
4,0008000200140011,라이프 > 공구 > 전기용품 > 환풍기,1,,,,,,,,
3,000800020015,라이프 > 공구 > 전동공구,0,,,,,,,,
4,0008000200150001,라이프 > 공구 > 전동공구 > 기타전동공구,1,,,,,,,,
4,0008000200150002,라이프 > 공구 > 전동공구 > 드릴비트,1,,,,,,,,
4,0008000200150003,라이프 > 공구 > 전동공구 > 임팩트렌치,1,,,,,,,,
4,0008000200150004,라이프 > 공구 > 전동공구 > 전기드릴,1,,,,,,,,
4,0008000200150005,라이프 > 공구 > 전동공구 > 전동공구배터리/용품,1,,,,,,,,
4,0008000200150006,라이프 > 공구 > 전동공구 > 전동공구세트,1,,,,,,,,
4,0008000200150007,라이프 > 공구 > 전동공구 > 충전드라이버,1,,,,,,,,
4,0008000200150008,라이프 > 공구 > 전동공구 > 충전드릴,1,,,,,,,,
4,0008000200150009,라이프 > 공구 > 전동공구 > 코아드릴,1,,,,,,,,
4,0008000200150010,라이프 > 공구 > 전동공구 > 파이프머신,1,,,,,,,,
4,0008000200150011,라이프 > 공구 > 전동공구 > 해머드릴,1,,,,,,,,
3,000800020016,라이프 > 공구 > 절삭공구,0,,,,,,,,
4,0008000200160001,라이프 > 공구 > 절삭공구 > 각도절단기,1,,,,,,,,
4,0008000200160002,라이프 > 공구 > 절삭공구 > 고속절단기,1,,,,,,,,
4,0008000200160003,라이프 > 공구 > 절삭공구 > 그라인더,1,,,,,,,,
4,0008000200160004,라이프 > 공구 > 절삭공구 > 기타절삭공구,1,,,,,,,,
4,0008000200160005,라이프 > 공구 > 절삭공구 > 디스크/페이퍼,1,,,,,,,,
4,0008000200160006,라이프 > 공구 > 절삭공구 > 루터기,1,,,,,,,,
4,0008000200160007,라이프 > 공구 > 절삭공구 > 샌더기,1,,,,,,,,
4,0008000200160008,라이프 > 공구 > 절삭공구 > 엔진톱,1,,,,,,,,
4,0008000200160009,라이프 > 공구 > 절삭공구 > 원형톱,1,,,,,,,,
4,0008000200160010,라이프 > 공구 > 절삭공구 > 전기톱,1,,,,,,,,
4,0008000200160011,라이프 > 공구 > 절삭공구 > 절단석/연마석,1,,,,,,,,
4,0008000200160012,라이프 > 공구 > 절삭공구 > 절삭공구용품,1,,,,,,,,
4,0008000200160013,라이프 > 공구 > 절삭공구 > 조각기,1,,,,,,,,
4,0008000200160014,라이프 > 공구 > 절삭공구 > 직소기,1,,,,,,,,
4,0008000200160015,라이프 > 공구 > 절삭공구 > 타일절단기,1,,,,,,,,
4,0008000200160016,라이프 > 공구 > 절삭공구 > 탭/다이스,1,,,,,,,,
4,0008000200160017,라이프 > 공구 > 절삭공구 > 테이블톱,1,,,,,,,,
4,0008000200160018,라이프 > 공구 > 절삭공구 > 톱날,1,,,,,,,,
4,0008000200160019,라이프 > 공구 > 절삭공구 > 트리머,1,,,,,,,,
3,000800020017,라이프 > 공구 > 철물용품,0,,,,,,,,
4,0008000200170001,라이프 > 공구 > 철물용품 > 경첩,1,,,,,,,,
4,0008000200170002,라이프 > 공구 > 철물용품 > 기타철물용품,1,,,,,,,,
4,0008000200170003,라이프 > 공구 > 철물용품 > 니플,1,,,,,,,,
4,0008000200170004,라이프 > 공구 > 철물용품 > 리벳,1,,,,,,,,
4,0008000200170005,라이프 > 공구 > 철물용품 > 못/나사,1,,,,,,,,
4,0008000200170006,라이프 > 공구 > 철물용품 > 배관용품,1,,,,,,,,
4,0008000200170007,라이프 > 공구 > 철물용품 > 베어링,1,,,,,,,,
4,0008000200170008,라이프 > 공구 > 철물용품 > 볼트/너트,1,,,,,,,,
4,0008000200170009,라이프 > 공구 > 철물용품 > 스프링,1,,,,,,,,
4,0008000200170010,라이프 > 공구 > 철물용품 > 유니온/조인트,1,,,,,,,,
4,0008000200170011,라이프 > 공구 > 철물용품 > 자석,1,,,,,,,,
4,0008000200170012,라이프 > 공구 > 철물용품 > 파이프/튜브,1,,,,,,,,
4,0008000200170013,라이프 > 공구 > 철물용품 > 호스/호스릴,1,,,,,,,,
3,000800020018,라이프 > 공구 > 측정공구,0,,,,,,,,
4,0008000200180001,라이프 > 공구 > 측정공구 > 기타측정공구,1,,,,,,,,
4,0008000200180002,라이프 > 공구 > 측정공구 > 레이저측정기,1,,,,,,,,
4,0008000200180003,라이프 > 공구 > 측정공구 > 방사능측정기,1,,,,,,,,
4,0008000200180004,라이프 > 공구 > 측정공구 > 산업용내시경,1,,,,,,,,
4,0008000200180005,라이프 > 공구 > 측정공구 > 산업용전자저울,1,,,,,,,,
4,0008000200180006,라이프 > 공구 > 측정공구 > 산업용줄자/각도기,1,,,,,,,,
4,0008000200180007,라이프 > 공구 > 측정공구 > 수평기,1,,,,,,,,
4,0008000200180008,라이프 > 공구 > 측정공구 > 열화상카메라,1,,,,,,,,
4,0008000200180009,라이프 > 공구 > 측정공구 > 온도계/습도계,1,,,,,,,,
4,0008000200180010,라이프 > 공구 > 측정공구 > 캘리퍼스,1,,,,,,,,
4,0008000200180011,라이프 > 공구 > 측정공구 > 테스터기,1,,,,,,,,
4,0008000200180012,라이프 > 공구 > 측정공구 > 확대경,1,,,,,,,,
3,000800020019,라이프 > 공구 > 펌프/발전기,0,,,,,,,,
4,0008000200190001,라이프 > 공구 > 펌프/발전기 > 기타펌프/발전기,1,,,,,,,,
4,0008000200190002,라이프 > 공구 > 펌프/발전기 > 모터,1,,,,,,,,
4,0008000200190003,라이프 > 공구 > 펌프/발전기 > 발전기,1,,,,,,,,
4,0008000200190004,라이프 > 공구 > 펌프/발전기 > 펌프,1,,,,,,,,
2,00080003,라이프 > 자동차,0,,,,,,,,
3,000800030001,라이프 > 자동차 > 내비게이션/블랙박스,0,,,,,,,,
4,0008000300010001,라이프 > 자동차 > 내비게이션/블랙박스 > HUD,1,,,,,,,,
4,0008000300010002,라이프 > 자동차 > 내비게이션/블랙박스 > 내비게이션,1,,,,,,,,
4,0008000300010003,라이프 > 자동차 > 내비게이션/블랙박스 > 내비게이션용품,1,,,,,,,,
4,0008000300010004,라이프 > 자동차 > 내비게이션/블랙박스 > 블랙박스,1,,,,,,,,
4,0008000300010005,라이프 > 자동차 > 내비게이션/블랙박스 > 블랙박스용품,1,,,,,,,,
3,000800030002,라이프 > 자동차 > 모터바이크,0,,,,,,,,
4,0008000300020001,라이프 > 자동차 > 모터바이크 > ATV/사륜,1,,,,,,,,
4,0008000300020002,라이프 > 자동차 > 모터바이크 > 기타모터바이크,1,,,,,,,,
4,0008000300020003,라이프 > 자동차 > 모터바이크 > 스쿠터,1,,,,,,,,
4,0008000300020004,라이프 > 자동차 > 모터바이크 > 오토바이,1,,,,,,,,
3,000800030003,라이프 > 자동차 > 모터바이크용품,0,,,,,,,,
4,0008000300030001,라이프 > 자동차 > 모터바이크용품 > 기타모터바이크용품,1,,,,,,,,
4,0008000300030002,라이프 > 자동차 > 모터바이크용품 > 리어백,1,,,,,,,,
4,0008000300030003,라이프 > 자동차 > 모터바이크용품 > 오토바이램프,1,,,,,,,,
4,0008000300030004,라이프 > 자동차 > 모터바이크용품 > 오토바이방한용품,1,,,,,,,,
4,0008000300030005,라이프 > 자동차 > 모터바이크용품 > 오토바이배터리,1,,,,,,,,
4,0008000300030006,라이프 > 자동차 > 모터바이크용품 > 오토바이보호대,1,,,,,,,,
4,0008000300030007,라이프 > 자동차 > 모터바이크용품 > 오토바이엔진오일,1,,,,,,,,
4,0008000300030008,라이프 > 자동차 > 모터바이크용품 > 오토바이장갑,1,,,,,,,,
4,0008000300030009,라이프 > 자동차 > 모터바이크용품 > 오토바이커버,1,,,,,,,,
4,0008000300030010,라이프 > 자동차 > 모터바이크용품 > 오토바이타이어,1,,,,,,,,
4,0008000300030011,라이프 > 자동차 > 모터바이크용품 > 오토바이튜닝용품,1,,,,,,,,
4,0008000300030012,라이프 > 자동차 > 모터바이크용품 > 오토바이헬멧,1,,,,,,,,
3,000800030004,라이프 > 자동차 > 모터바이크의류,0,,,,,,,,
4,0008000300040001,라이프 > 자동차 > 모터바이크의류 > 바이크부츠,1,,,,,,,,
4,0008000300040002,라이프 > 자동차 > 모터바이크의류 > 바이크슈트세트,1,,,,,,,,
4,0008000300040003,라이프 > 자동차 > 모터바이크의류 > 바이크자켓/점퍼,1,,,,,,,,
4,0008000300040004,라이프 > 자동차 > 모터바이크의류 > 바이크팬츠,1,,,,,,,,
3,000800030005,라이프 > 자동차 > 세차용품,0,,,,,,,,
4,0008000300050001,라이프 > 자동차 > 세차용품 > 기타세차용품,1,,,,,,,,
4,0008000300050002,라이프 > 자동차 > 세차용품 > 김서림방지제,1,,,,,,,,
4,0008000300050003,라이프 > 자동차 > 세차용품 > 성에제거기,1,,,,,,,,
4,0008000300050004,라이프 > 자동차 > 세차용품 > 세차용품세트,1,,,,,,,,
4,0008000300050005,라이프 > 자동차 > 세차용품 > 세차타월/장갑,1,,,,,,,,
4,0008000300050006,라이프 > 자동차 > 세차용품 > 스티커/녹제거제,1,,,,,,,,
4,0008000300050007,라이프 > 자동차 > 세차용품 > 유리세정/발수코팅제,1,,,,,,,,
4,0008000300050008,라이프 > 자동차 > 세차용품 > 자동차광택기,1,,,,,,,,
4,0008000300050009,라이프 > 자동차 > 세차용품 > 자동차먼지떨이개,1,,,,,,,,
4,0008000300050010,라이프 > 자동차 > 세차용품 > 자동차왁스/광택제,1,,,,,,,,
4,0008000300050011,라이프 > 자동차 > 세차용품 > 자동차청소기,1,,,,,,,,
4,0008000300050012,라이프 > 자동차 > 세차용품 > 자동차커버,1,,,,,,,,
4,0008000300050013,라이프 > 자동차 > 세차용품 > 차량용컴파운드,1,,,,,,,,
4,0008000300050014,라이프 > 자동차 > 세차용품 > 카샴푸,1,,,,,,,,
4,0008000300050015,라이프 > 자동차 > 세차용품 > 타이어/휠세정제,1,,,,,,,,
3,000800030006,라이프 > 자동차 > 자동차DIY용품,0,,,,,,,,
4,0008000300060001,라이프 > 자동차 > 자동차DIY용품 > 기타자동차DIY용품,1,,,,,,,,
4,0008000300060002,라이프 > 자동차 > 자동차DIY용품 > 썬팅필름,1,,,,,,,,
4,0008000300060003,라이프 > 자동차 > 자동차DIY용품 > 자동차방음/방진재,1,,,,,,,,
4,0008000300060004,라이프 > 자동차 > 자동차DIY용품 > 자동차시트지,1,,,,,,,,
4,0008000300060005,라이프 > 자동차 > 자동차DIY용품 > 자동차인테리어몰딩,1,,,,,,,,
4,0008000300060006,라이프 > 자동차 > 자동차DIY용품 > 자동차페인트,1,,,,,,,,
3,000800030007,라이프 > 자동차 > 자동차공기청정용품,0,,,,,,,,
4,0008000300070001,라이프 > 자동차 > 자동차공기청정용품 > 자동차가습기,1,,,,,,,,
4,0008000300070002,라이프 > 자동차 > 자동차공기청정용품 > 자동차공기청정기,1,,,,,,,,
4,0008000300070003,라이프 > 자동차 > 자동차공기청정용품 > 자동차디퓨저,1,,,,,,,,
4,0008000300070004,라이프 > 자동차 > 자동차공기청정용품 > 자동차방향제,1,,,,,,,,
4,0008000300070005,라이프 > 자동차 > 자동차공기청정용품 > 자동차탈취제,1,,,,,,,,
3,000800030008,라이프 > 자동차 > 자동차관리용품,0,,,,,,,,
4,0008000300080001,라이프 > 자동차 > 자동차관리용품 > 기타자동차관리용품,1,,,,,,,,
4,0008000300080002,라이프 > 자동차 > 자동차관리용품 > 자동차공구,1,,,,,,,,
3,000800030009,라이프 > 자동차 > 자동차램프,0,,,,,,,,
4,0008000300090001,라이프 > 자동차 > 자동차램프 > 계기판램프,1,,,,,,,,
